file,label,defect_type,d_star,w,score_eq7
021.png,1,scratch_neck,1.874272,0.918551,1.721613
022.png,1,scratch_neck,2.138369,0.921821,1.971193
023.png,1,scratch_neck,2.005887,0.912403,1.830178
024.png,1,scratch_neck,2.476481,0.905838,2.243290
000.png,1,thread_side,1.770878,0.915346,1.620966
001.png,1,thread_side,1.739105,0.918912,1.598085
002.png,1,thread_side,1.837791,0.921591,1.693692
003.png,1,thread_side,1.808683,0.916997,1.658558
004.png,1,thread_side,1.709825,0.929089,1.588579
005.png,1,thread_side,1.972631,0.921713,1.818201
006.png,1,thread_side,1.813868,0.917337,1.663928
007.png,1,thread_side,1.976418,0.929861,1.837793
008.png,1,thread_side,1.769171,0.913736,1.616556
009.png,1,thread_side,1.698623,0.915847,1.555679
010.png,1,thread_side,1.709723,0.915479,1.565215
011.png,1,thread_side,1.797050,0.912290,1.639431
012.png,1,thread_side,1.684361,0.921925,1.552855
013.png,1,thread_side,1.724419,0.929946,1.603617
014.png,1,thread_side,1.881500,0.914287,1.720231
015.png,1,thread_side,1.687041,0.919304,1.550904
016.png,1,thread_side,1.805708,0.920215,1.661640
017.png,1,thread_side,1.985510,0.916654,1.820026
018.png,1,thread_side,1.890100,0.906761,1.713869
019.png,1,thread_side,1.656871,0.917276,1.519808
020.png,1,thread_side,1.679818,0.923746,1.551725
021.png,1,thread_side,1.820586,0.912138,1.660626
022.png,1,thread_side,1.959711,0.911775,1.786815
000.png,1,thread_top,2.089768,0.910192,1.902091
001.png,1,thread_top,2.122236,0.911860,1.935181
002.png,1,thread_top,2.065215,0.913117,1.885783
003.png,1,thread_top,1.895416,0.913390,1.731254
004.png,1,thread_top,2.151815,0.913366,1.965395
005.png,1,thread_top,2.440812,0.904403,2.207479
006.png,1,thread_top,2.212870,0.917422,2.030135
007.png,1,thread_top,2.425802,0.914266,2.217828
008.png,1,thread_top,1.719603,0.925414,1.591345
009.png,1,thread_top,1.844216,0.928638,1.712609
010.png,1,thread_top,2.053147,0.907751,1.863747
011.png,1,thread_top,2.208040,0.907682,2.004199
012.png,1,thread_top,1.893323,0.915425,1.733195
013.png,1,thread_top,2.095718,0.915012,1.917607
014.png,1,thread_top,1.852253,0.912368,1.689935
015.png,1,thread_top,1.799958,0.934214,1.681545
016.png,1,thread_top,2.000489,0.922271,1.844993
017.png,1,thread_top,1.775395,0.908297,1.612586
018.png,1,thread_top,1.963078,0.919823,1.805685
019.png,1,thread_top,2.365296,0.913769,2.161333
020.png,1,thread_top,2.298643,0.916037,2.105641
021.png,1,thread_top,2.115830,0.908512,1.922258
022.png,1,thread_top,1.826588,0.930437,1.699525
