file,label,defect_type,d_star,w,score_eq7
012.png,0,good,1.244674,0.908510,1.130799
013.png,0,good,1.224136,0.900093,1.101836
014.png,0,good,1.181245,0.904638,1.068599
015.png,0,good,1.252358,0.909275,1.138739
016.png,0,good,1.220196,0.901946,1.100551
017.png,0,good,1.258134,0.908198,1.142634
018.png,0,good,1.304683,0.911331,1.188998
019.png,0,good,1.294508,0.908902,1.176580
020.png,0,good,1.178206,0.904692,1.065913
021.png,0,good,1.359462,0.900914,1.224758
022.png,0,good,1.773082,0.920238,1.631659
023.png,0,good,1.279513,0.909451,1.163655
024.png,0,good,1.272089,0.909652,1.157158
025.png,0,good,1.332580,0.910861,1.213795
026.png,0,good,1.383229,0.917337,1.268888
027.png,0,good,1.426429,0.918975,1.310852
028.png,0,good,1.304002,0.910566,1.187380
029.png,0,good,1.345369,0.915133,1.231192
030.png,0,good,1.167740,0.904502,1.056224
031.png,0,good,1.208509,0.909353,1.098962
000.png,1,rough,2.174241,0.913728,1.986664
001.png,1,rough,2.197338,0.908217,1.995660
002.png,1,rough,2.139255,0.902573,1.930835
003.png,1,rough,2.306698,0.911039,2.101491
004.png,1,rough,2.338214,0.908594,2.124488
005.png,1,rough,1.925339,0.907076,1.746429
006.png,1,rough,2.125251,0.902756,1.918584
007.png,1,rough,1.871389,0.907305,1.697921
008.png,1,rough,1.861127,0.906230,1.686609
009.png,1,rough,2.154259,0.901757,1.942618
010.png,1,rough,2.206375,0.903209,1.992819
011.png,1,rough,2.344564,0.907137,2.126841
012.png,1,rough,2.049698,0.901809,1.848437
013.png,1,rough,2.045099,0.905505,1.851848
014.png,1,rough,2.157682,0.897098,1.935652
015.png,1,rough,2.388417,0.900254,2.150181
016.png,1,rough,2.021559,0.907840,1.835252
000.png,1,split_teeth,1.776798,0.898896,1.597157
001.png,1,split_teeth,2.141462,0.911133,1.951156
002.png,1,split_teeth,2.272221,0.906767,2.060374
003.png,1,split_teeth,2.286847,0.903649,2.066506
004.png,1,split_teeth,2.871093,0.906344,2.602199
005.png,1,split_teeth,2.253973,0.905587,2.041168
006.png,1,split_teeth,2.132352,0.915434,1.952028
007.png,1,split_teeth,2.131369,0.910211,1.939995
008.png,1,split_teeth,1.978563,0.899286,1.779293
009.png,1,split_teeth,2.266967,0.903516,2.048241
010.png,1,split_teeth,2.379520,0.900579,2.142946
011.png,1,split_teeth,2.263233,0.902783,2.043209
012.png,1,split_teeth,2.478799,0.902840,2.237959
013.png,1,split_teeth,2.340244,0.911441,2.132994
014.png,1,split_teeth,2.380731,0.898827,2.139866
015.png,1,split_teeth,2.764208,0.901114,2.490868
016.png,1,split_teeth,2.426935,0.909561,2.207445
017.png,1,split_teeth,2.726044,0.910335,2.481613
000.png,1,squeezed_teeth,2.095888,0.907485,1.901987
001.png,1,squeezed_teeth,2.171172,0.903926,1.962579
002.png,1,squeezed_teeth,2.418980,0.900944,2.179366
003.png,1,squeezed_teeth,2.367167,0.898557,2.127033
004.png,1,squeezed_teeth,1.784971,0.924306,1.649859
005.png,1,squeezed_teeth,1.783696,0.912642,1.627875
006.png,1,squeezed_teeth,2.052960,0.903328,1.854496
007.png,1,squeezed_teeth,1.789844,0.907896,1.624992
008.png,1,squeezed_teeth,1.682196,0.910346,1.531380
009.png,1,squeezed_teeth,1.783621,0.906753,1.617304
010.png,1,squeezed_teeth,2.168165,0.899783,1.950879
011.png,1,squeezed_teeth,2.057752,0.911071,1.874758
012.png,1,squeezed_teeth,1.731589,0.901597,1.561196
013.png,1,squeezed_teeth,2.066767,0.906475,1.873472
014.png,1,squeezed_teeth,2.399532,0.907271,2.177025
015.png,1,squeezed_teeth,2.393868,0.905402,2.167414
