file,label,defect_type,d_star,w,score_eq7
026.png,0,good,1.803423,0.906255,1.634361
027.png,0,good,1.859831,0.908736,1.690096
028.png,0,good,1.765423,0.906262,1.599936
029.png,0,good,1.899431,0.909520,1.727570
030.png,0,good,1.905871,0.912676,1.739442
031.png,0,good,1.817179,0.909871,1.653398
032.png,0,good,1.749879,0.909162,1.590923
000.png,1,gray_stroke,2.471468,0.903322,2.232530
001.png,1,gray_stroke,2.348920,0.911906,2.141994
002.png,1,gray_stroke,1.828696,0.905833,1.656493
003.png,1,gray_stroke,2.194979,0.906479,1.989702
004.png,1,gray_stroke,2.798739,0.905701,2.534822
005.png,1,gray_stroke,2.360733,0.909259,2.146517
006.png,1,gray_stroke,2.362529,0.910555,2.151213
007.png,1,gray_stroke,2.560867,0.906035,2.320236
008.png,1,gray_stroke,2.470591,0.908658,2.244922
009.png,1,gray_stroke,2.500586,0.906010,2.265556
010.png,1,gray_stroke,2.420371,0.910532,2.203826
011.png,1,gray_stroke,2.638420,0.910173,2.401418
012.png,1,gray_stroke,1.761990,0.914043,1.610534
013.png,1,gray_stroke,2.480644,0.910895,2.259606
014.png,1,gray_stroke,2.769786,0.899361,2.491038
015.png,1,gray_stroke,2.292132,0.912258,2.091017
000.png,1,oil,2.841399,0.907787,2.579387
001.png,1,oil,2.952565,0.902773,2.665496
002.png,1,oil,2.946342,0.903627,2.662395
003.png,1,oil,2.867123,0.903481,2.590392
004.png,1,oil,2.676584,0.907508,2.429021
005.png,1,oil,2.908294,0.901420,2.621595
006.png,1,oil,2.993755,0.902494,2.701846
007.png,1,oil,2.812496,0.909571,2.558166
008.png,1,oil,2.776123,0.913793,2.536801
009.png,1,oil,3.005034,0.908863,2.731163
010.png,1,oil,2.841319,0.898700,2.553493
011.png,1,oil,3.082669,0.903518,2.785248
012.png,1,oil,2.995380,0.903083,2.705076
013.png,1,oil,3.032553,0.903261,2.739186
014.png,1,oil,2.628726,0.902281,2.371849
015.png,1,oil,2.724665,0.905120,2.466149
016.png,1,oil,2.676554,0.910985,2.438301
017.png,1,oil,2.704459,0.899499,2.432657
000.png,1,rough,2.387807,0.917539,2.190906
001.png,1,rough,2.729054,0.912874,2.491282
002.png,1,rough,2.374146,0.912306,2.165948
003.png,1,rough,2.433174,0.910470,2.215333
004.png,1,rough,2.688186,0.910286,2.447018
005.png,1,rough,2.251276,0.914431,2.058636
006.png,1,rough,2.286862,0.909407,2.079688
007.png,1,rough,2.388906,0.904258,2.160187
008.png,1,rough,2.547868,0.907855,2.313095
009.png,1,rough,2.856140,0.910455,2.600386
010.png,1,rough,2.357367,0.907173,2.138540
011.png,1,rough,2.740705,0.906261,2.483794
012.png,1,rough,2.214813,0.925466,2.049733
013.png,1,rough,2.680402,0.908822,2.436009
014.png,1,rough,2.432726,0.905697,2.203313
