file,label,defect_type,d_star,w,score_eq7
014.png,1,contamination,2.506725,0.906696,2.272837
015.png,1,contamination,2.774136,0.907751,2.518226
016.png,1,contamination,2.515029,0.912255,2.294347
017.png,1,contamination,2.493696,0.907537,2.263123
018.png,1,contamination,2.611349,0.910862,2.378579
019.png,1,contamination,2.106803,0.912218,1.921864
020.png,1,contamination,1.949857,0.919188,1.792284
000.png,1,crack,2.029709,0.911945,1.850982
001.png,1,crack,1.839049,0.918291,1.688783
002.png,1,crack,2.114030,0.914258,1.932769
003.png,1,crack,1.845349,0.914340,1.687275
004.png,1,crack,2.244253,0.905391,2.031927
005.png,1,crack,2.385157,0.908786,2.167598
006.png,1,crack,2.002967,0.917361,1.837445
007.png,1,crack,2.113968,0.912374,1.928730
008.png,1,crack,2.020049,0.906185,1.830539
009.png,1,crack,2.044928,0.920616,1.882593
010.png,1,crack,2.028873,0.910614,1.847520
011.png,1,crack,2.307005,0.921760,2.126505
012.png,1,crack,2.282416,0.913962,2.086041
013.png,1,crack,1.888478,0.912567,1.723362
014.png,1,crack,1.915374,0.917046,1.756487
015.png,1,crack,1.968250,0.912326,1.795686
016.png,1,crack,1.815748,0.919690,1.669926
017.png,1,crack,2.253766,0.912955,2.057587
018.png,1,crack,2.250426,0.912762,2.054104
019.png,1,crack,2.074923,0.921880,1.912830
020.png,1,crack,1.924666,0.918304,1.767428
021.png,1,crack,2.138195,0.911556,1.949085
022.png,1,crack,2.161367,0.918184,1.984534
023.png,1,crack,2.205372,0.911319,2.009797
024.png,1,crack,1.805767,0.914498,1.651371
025.png,1,crack,2.073815,0.920912,1.909801
000.png,1,faulty_imprint,2.097818,0.904075,1.896586
001.png,1,faulty_imprint,2.236724,0.907540,2.029917
002.png,1,faulty_imprint,2.098679,0.915390,1.921109
003.png,1,faulty_imprint,2.029034,0.907944,1.842248
004.png,1,faulty_imprint,2.129984,0.912900,1.944462
005.png,1,faulty_imprint,2.101580,0.904658,1.901211
006.png,1,faulty_imprint,2.289118,0.909180,2.081220
007.png,1,faulty_imprint,2.309441,0.908012,2.097000
008.png,1,faulty_imprint,2.136834,0.913572,1.952152
009.png,1,faulty_imprint,2.190084,0.911301,1.995827
010.png,1,faulty_imprint,2.588943,0.908804,2.352842
011.png,1,faulty_imprint,2.299386,0.910855,2.094407
012.png,1,faulty_imprint,2.008870,0.907251,1.822549
013.png,1,faulty_imprint,2.155442,0.912414,1.966655
014.png,1,faulty_imprint,2.146013,0.902927,1.937694
015.png,1,faulty_imprint,2.273297,0.921780,2.095479
016.png,1,faulty_imprint,2.280188,0.909694,2.074273
017.png,1,faulty_imprint,2.342954,0.912780,2.138602
018.png,1,faulty_imprint,2.519502,0.911603,2.296785
000.png,0,good,1.824994,0.916635,1.672854
001.png,0,good,1.832586,0.911260,1.669963
002.png,0,good,1.755706,0.918161,1.612020
003.png,0,good,1.873161,0.906135,1.697337
004.png,0,good,1.723232,0.910053,1.568232
005.png,0,good,1.845092,0.910017,1.679065
006.png,0,good,1.786837,0.908935,1.624118
007.png,0,good,1.999781,0.927153,1.854102
008.png,0,good,1.916992,0.919797,1.763243
009.png,0,good,1.733198,0.916975,1.589300
010.png,0,good,1.869849,0.913629,1.708348
011.png,0,good,1.785302,0.915241,1.633981
012.png,0,good,1.761333,0.909699,1.602283
013.png,0,good,1.866734,0.906589,1.692361
014.png,0,good,1.936942,0.915535,1.773338
015.png,0,good,1.773824,0.910282,1.614679
016.png,0,good,1.808378,0.913445,1.651853
017.png,0,good,1.756123,0.927093,1.628089
018.png,0,good,1.819711,0.914998,1.665032
019.png,0,good,2.073080,0.923283,1.914039
020.png,0,good,1.842779,0.904373,1.666561
021.png,0,good,1.995148,0.913920,1.823406
022.png,0,good,1.825247,0.910912,1.662640
023.png,0,good,2.151469,0.910396,1.958689
024.png,0,good,1.867493,0.909906,1.699243
025.png,0,good,1.844436,0.919334,1.695652
000.png,1,pill_type,3.068085,0.911787,2.797441
001.png,1,pill_type,3.020161,0.909881,2.747988
002.png,1,pill_type,2.841426,0.909176,2.583357
003.png,1,pill_type,2.966816,0.907629,2.692769
004.png,1,pill_type,2.838067,0.909841,2.582189
005.png,1,pill_type,2.912033,0.906893,2.640902
006.png,1,pill_type,3.108271,0.909468,2.826873
007.png,1,pill_type,2.984801,0.910307,2.717086
008.png,1,pill_type,2.825708,0.903668,2.553501
000.png,1,scratch,2.503699,0.926144,2.318786
001.png,1,scratch,1.995872,0.909761,1.815766
002.png,1,scratch,2.234849,0.912011,2.038208
003.png,1,scratch,2.315697,0.925301,2.142716
004.png,1,scratch,2.018237,0.916132,1.848972
005.png,1,scratch,1.901163,0.912433,1.734685
006.png,1,scratch,2.091694,0.912743,1.909179
007.png,1,scratch,2.192590,0.915079,2.006392
008.png,1,scratch,2.150472,0.909943,1.956808
009.png,1,scratch,2.382389,0.915940,2.182126
010.png,1,scratch,2.529353,0.912845,2.308908
011.png,1,scratch,2.517323,0.911442,2.294393
012.png,1,scratch,2.230941,0.912939,2.036712
013.png,1,scratch,2.369190,0.909095,2.153820
014.png,1,scratch,2.527011,0.910378,2.300536
015.png,1,scratch,2.337182,0.907818,2.121735
016.png,1,scratch,2.119455,0.906266,1.920790
017.png,1,scratch,2.238889,0.922464,2.065294
018.png,1,scratch,2.577890,0.916193,2.361846
019.png,1,scratch,2.191980,0.911662,1.998345
020.png,1,scratch,2.272204,0.916361,2.082160
021.png,1,scratch,2.791712,0.908160,2.535321
022.png,1,scratch,2.029717,0.905475,1.837857
023.png,1,scratch,2.116630,0.910386,1.926950
