file,label,defect_type,d_star,w,score_eq7
014.png,0,good,2.389102,0.925426,2.210937
015.png,0,good,2.390271,0.916967,2.191800
016.png,0,good,2.283266,0.929427,2.122130
017.png,0,good,2.296756,0.916189,2.104262
018.png,0,good,2.406792,0.901564,2.169878
019.png,0,good,2.441366,0.934105,2.280493
020.png,0,good,2.259345,0.917035,2.071899
021.png,0,good,2.318153,0.921890,2.137082
022.png,0,good,2.240155,0.924166,2.070276
023.png,0,good,2.299568,0.914958,2.104008
024.png,0,good,2.166952,0.922845,1.999760
025.png,0,good,2.176002,0.931636,2.027241
026.png,0,good,2.220649,0.907938,2.016213
027.png,0,good,2.277979,0.917570,2.090206
028.png,0,good,2.239087,0.922336,2.065190
029.png,0,good,2.275332,0.916102,2.084436
030.png,0,good,2.429344,0.919342,2.233397
031.png,0,good,2.421265,0.909118,2.201215
032.png,0,good,2.318926,0.922614,2.139474
033.png,0,good,2.299335,0.916251,2.106767
034.png,0,good,2.476086,0.912458,2.259326
035.png,0,good,2.237292,0.918194,2.054267
036.png,0,good,2.346438,0.922973,2.165700
037.png,0,good,2.285085,0.918025,2.097765
038.png,0,good,2.450989,0.922398,2.260786
039.png,0,good,2.297424,0.918685,2.110609
040.png,0,good,2.240147,0.917856,2.056133
041.png,0,good,2.543794,0.916099,2.330366
042.png,0,good,2.417582,0.920556,2.225519
043.png,0,good,2.270592,0.920539,2.090169
044.png,0,good,2.313415,0.927523,2.145746
045.png,0,good,2.253529,0.918787,2.070513
046.png,0,good,2.301821,0.924747,2.128601
047.png,0,good,2.321979,0.915728,2.126302
048.png,0,good,2.226189,0.925185,2.059637
049.png,0,good,2.393208,0.916810,2.194118
050.png,0,good,2.242328,0.908822,2.037877
051.png,0,good,2.490897,0.924875,2.303769
052.png,0,good,2.302835,0.918940,2.116169
053.png,0,good,2.261478,0.920092,2.080768
054.png,0,good,2.286144,0.921594,2.106896
055.png,0,good,2.436046,0.916275,2.232089
056.png,0,good,2.360881,0.924700,2.183106
057.png,0,good,2.465338,0.920017,2.268153
000.png,1,missing_cable,3.676788,0.917499,3.373448
001.png,1,missing_cable,3.571900,0.919871,3.285686
002.png,1,missing_cable,3.560119,0.921609,3.281038
003.png,1,missing_cable,3.624239,0.923028,3.345273
004.png,1,missing_cable,3.628780,0.924637,3.355304
005.png,1,missing_cable,3.562606,0.922308,3.285820
006.png,1,missing_cable,3.774583,0.919232,3.469719
007.png,1,missing_cable,3.632780,0.921938,3.349198
008.png,1,missing_cable,3.638742,0.923113,3.358970
009.png,1,missing_cable,3.628650,0.919037,3.334864
010.png,1,missing_cable,3.650032,0.917847,3.350170
011.png,1,missing_cable,3.675201,0.918041,3.373986
000.png,1,missing_wire,2.595412,0.921696,2.392181
001.png,1,missing_wire,3.242335,0.927069,3.005867
002.png,1,missing_wire,3.066203,0.921020,2.824035
003.png,1,missing_wire,3.380105,0.920850,3.112569
004.png,1,missing_wire,3.307016,0.919323,3.040217
005.png,1,missing_wire,3.201962,0.919157,2.943107
006.png,1,missing_wire,3.204762,0.918932,2.944956
007.png,1,missing_wire,3.002031,0.913357,2.741925
008.png,1,missing_wire,3.207902,0.914586,2.933902
009.png,1,missing_wire,3.432179,0.917280,3.148270
000.png,1,poke_insulation,2.843602,0.908806,2.584283
001.png,1,poke_insulation,3.039516,0.915110,2.781490
002.png,1,poke_insulation,2.478225,0.917908,2.274783
003.png,1,poke_insulation,2.589206,0.916799,2.373780
004.png,1,poke_insulation,2.597091,0.909490,2.362030
005.png,1,poke_insulation,3.012037,0.920406,2.772297
006.png,1,poke_insulation,2.621585,0.919444,2.410400
007.png,1,poke_insulation,2.716451,0.916157,2.488696
008.png,1,poke_insulation,2.841565,0.906233,2.575120
009.png,1,poke_insulation,2.725594,0.923898,2.518169
