file,label,defect_type,d_star,w,score_eq7
030.png,0,good,1.556880,0.906457,1.411244
031.png,0,good,1.454592,0.902033,1.312090
000.png,1,poke,2.865447,0.904065,2.590550
001.png,1,poke,2.669730,0.912574,2.436327
002.png,1,poke,2.712511,0.904977,2.454759
003.png,1,poke,3.404904,0.910321,3.099555
004.png,1,poke,2.990580,0.904830,2.705967
005.png,1,poke,3.312631,0.909704,3.013515
006.png,1,poke,2.868615,0.909520,2.609064
007.png,1,poke,3.310636,0.902117,2.986581
008.png,1,poke,3.319981,0.907685,3.013495
009.png,1,poke,3.147702,0.908810,2.860664
010.png,1,poke,2.894609,0.904603,2.618472
011.png,1,poke,3.331613,0.908396,3.026424
012.png,1,poke,3.406313,0.905033,3.082826
013.png,1,poke,3.108285,0.905087,2.813269
014.png,1,poke,3.203881,0.903709,2.895377
015.png,1,poke,2.981774,0.909840,2.712938
016.png,1,poke,3.113126,0.901763,2.807302
017.png,1,poke,2.861951,0.900832,2.578137
